name,smiles,Tox-score,SAscore
TCM003420,CC(C)Cc1cc(-c2oc3cc(O)c4c(c3c(=O)c2O)O[C@H]2[C@H](C=C[C@H](O)[C@H]2CO)C4)cc(Cc2cccc(O)c2)c1O,0.40979197977252907,0.026306509548271517
TCM003449,CC[C@H](O)COc1cc(O)cc2oc(-c3cc(Cc4ccccc4)c(O)c(CC(C)C)c3)c(O)c(=O)c12,0.4021159736398469,0.09788373839287788
TCM003482,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(OCC(CO)CO)c12,0.5710776563117717,0.1755881712700284
TCM003483,NC(N)=NCCc1cc(O)ccc1-c1oc2cc(O)cc(OCCCO)c2c(=O)c1O,0.3704700267604059,0.13978728572548602
TCM003485,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c3c(c12)O[C@H](CCO)CC3,0.49110366931301663,0.09475239653736559
TCM003492,CC(C)Cc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,0.577348552187406,0.19645967819477306
TCM003690,C[C@H]1[C@@H]2O[C@@H]([C@@H]1C)[C@@H](O)[C@@](C)(O)[C@H]1CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@@H](CC#C[C@@H]2O)[C@]13C,0.467717216300098,0.0019520961490076376
TCM003693,C[C@H]1[C@@H]([C@@H](O)[C@@](C)(O)[C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]2[C@@H](O)NCC[C@@H]21,0.4276845083141129,0.00853282228321053
TCM003704,C[C@H]1CO[C@H]([C@@H](O)[C@@](C)(O)[C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](OCCc6ccccc6)CC[C@]5(C)[C@H]4CC[C@]23C)[C@@H]1CO,0.3852512789611588,0.013122777706669385
TCM003725,C[C@H]1[C@@H]([C@@H](O)[C@@](C)(O)[C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4[C@H]4CCC[C@@]23C4)O[C@@H](CO)[C@@H]1C,0.46462224242077754,0.0029258434267659308
TCM003739,CNCC[C@H]1[C@@H]([C@@H](O)[C@@](C)(O)[C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)OC[C@@H]1C,0.37496031527489027,0.011045901627707636
TCM003844,CC(C)(CCc1ccnc(N)c1)[C@@](C)(O)[C@H]1O[C@@H]1[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.3249469552570283,0.010402374004054383
